flareClass,TOTUSJH,TOTBSQ,TOTPOT,TOTUSJZ,ABSNJZH,SAVNCPP,USFLUX,AREA_ACR,TOTFZ,MEANPOT,R_VALUE,EPSZ,SHRGT45
N/A,743.507,16140000000.0,2.058951e+23,16242490000000.0,99.375,4364564000000.0,1.298094e+22,438.435272,-1944.3,7654.223,3.681,-0.2285,31.266
M,4694.4,66237000000.0,1.159186e+24,85464430000000.0,895.421,41268710000000.0,4.436128e+22,2347.317627,-3322.5,12655.71,4.952,-0.0951,50.15
N/A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,67.580788,0.0,0.0,0.0,0.0,0.0
M,283.174,0.0,6.267618e+22,4413920000000.0,29.218,1505967000000.0,4.633236e+21,164.381378,0.0,7663.904,3.495,0.0,27.834
M,4577.855,65655000000.0,1.157708e+24,84578580000000.0,947.806,40893850000000.0,4.391242e+22,2359.753418,-2697.4,12316.35,4.956,-0.0779,50.511
M,924.965,21742000000.0,7.501259e+22,20427150000000.0,254.895,10801690000000.0,1.111059e+22,866.60907,-1341.2,2762.029,3.887,-0.117,19.174
M,6573.728,107190000000.0,1.316384e+24,119746700000000.0,1466.371,52258970000000.0,9.589422e+22,3152.920898,-17591.0,6935.052,4.919,-0.3113,18.114
M,3093.298,33604000000.0,5.658269e+23,58168040000000.0,171.372,3185055000000.0,2.326533e+22,1588.669067,-861.8,9894.346,4.841,-0.0486,48.22
M,228.195,0.0,4.838464e+22,3187931000000.0,43.818,628463400000.0,5.110204e+21,368.060059,0.0,4847.394,5.096,0.0,27.741
M,2829.139,55794000000.0,8.016188e+23,49495070000000.0,737.806,32305330000000.0,3.022819e+22,2942.576172,-3528.3,15447.83,4.687,-0.12,44.111
M,3484.13,54704000000.0,5.948323e+23,71814290000000.0,2.622,6819296000000.0,4.778004e+22,2270.977295,-6758.4,6030.062,4.528,-0.2343,23.692
N/A,267.664,0.0,3.385332e+22,4575527000000.0,38.595,2022484000000.0,5.722336e+21,141.090424,0.0,3159.924,3.063,0.0,13.239
N/A,96.632,7465100000.0,4.813407e+21,2158320000000.0,25.989,1717659000000.0,2.593345e+21,42.300755,-846.86,882.2862,0.0,-0.2152,0.536
X,1589.326,0.0,2.196074e+23,30284150000000.0,378.065,9130404000000.0,2.894466e+22,534.301331,0.0,3629.849,4.146,0.0,12.268
C,499.061,7571800000.0,3.651812e+22,12300540000000.0,12.175,1722886000000.0,9.266742e+21,373.877869,-1639.9,1664.105,2.457,-0.4108,3.486
X,1590.15,0.0,2.217096e+23,30247370000000.0,412.592,11394120000000.0,2.908158e+22,530.359802,0.0,3659.055,4.088,0.0,12.717
N/A,948.948,0.0,2.750872e+23,13997990000000.0,105.065,6270006000000.0,1.624678e+22,599.955994,0.0,9431.61,3.955,0.0,35.115
N/A,255.435,5022200000.0,7.044253e+22,6093437000000.0,22.915,1666078000000.0,3.343686e+21,279.608978,-157.52,8591.241,2.992,-0.0595,45.562
N/A,36.907,1353600000.0,2.411633e+21,846379200000.0,1.994,287941300000.0,7.368798e+20,29.977144,-194.53,1506.994,0.0,-0.2726,1.162
M,2389.814,53057000000.0,5.229965e+23,45674750000000.0,227.919,8642172000000.0,2.910211e+22,3423.453125,-4654.3,9273.744,4.416,-0.1664,38.394
N/A,64.776,2652000000.0,3.738296e+21,1509277000000.0,2.468,231121300000.0,1.994121e+21,35.598236,-693.64,826.9354,0.0,-0.4961,0.029
M,3469.489,54086000000.0,3.32269e+23,73895210000000.0,370.647,19277280000000.0,5.756288e+22,2369.598633,-11409.0,2796.121,4.168,-0.4001,10.377
N/A,3736.738,0.0,7.571828e+23,66360080000000.0,336.824,14390660000000.0,5.878577e+22,1952.414795,0.0,7067.317,4.757,0.0,23.516
M,2806.197,55753000000.0,8.047956e+23,49240930000000.0,716.318,31536490000000.0,3.036616e+22,2940.703613,-3634.8,15487.65,4.673,-0.1237,43.981
X,5691.699,63110000000.0,8.713887e+23,106637500000000.0,357.459,9801803000000.0,5.425717e+22,3910.67334,-5789.6,7323.119,5.024,-0.174,29.189
N/A,1616.708,32047000000.0,1.382543e+23,35901370000000.0,9.813,13208750000000.0,1.94707e+22,1479.039429,-2225.2,3229.023,3.753,-0.1317,14.479
M,2377.521,52959000000.0,5.211135e+23,45073400000000.0,252.001,10619380000000.0,2.909089e+22,3417.741211,-4814.0,9329.111,4.386,-0.1724,37.904
N/A,220.573,6043000000.0,1.530806e+22,4608037000000.0,29.08,1872933000000.0,4.628302e+21,67.216377,-1502.8,1574.696,2.402,-0.4717,3.921
N/A,1064.827,24419000000.0,2.148235e+23,23239490000000.0,120.614,6652495000000.0,1.453989e+22,1051.583252,-258.77,7078.872,3.509,-0.0201,28.992
M,1091.644,30500000000.0,4.819542e+23,20277440000000.0,235.921,12009210000000.0,2.387147e+22,618.280457,-3301.8,10021.13,4.015,-0.2054,29.033
C,894.204,19879000000.0,2.901804e+23,18178180000000.0,265.512,19808570000000.0,1.504605e+22,378.2724,-2696.5,10146.37,4.181,-0.2573,30.56
M,2610.352,39063000000.0,6.342904e+23,50375980000000.0,856.212,34510130000000.0,2.775281e+22,1118.302612,-2596.3,11435.16,4.823,-0.1261,48.227
N/A,665.995,18657000000.0,1.352616e+23,14101820000000.0,10.573,2127632000000.0,1.229809e+22,311.860535,-2845.0,5631.754,3.69,-0.2893,21.382
N/A,274.097,7960900000.0,1.647635e+22,6532396000000.0,16.695,930482200000.0,7.946162e+21,121.284393,-2289.1,900.1287,0.0,-0.5454,0.232
N/A,400.607,9662000000.0,9.688192e+22,8544868000000.0,89.593,1983229000000.0,6.390021e+21,274.194092,-896.32,7344.289,3.086,-0.176,29.709
M,5340.088,62391000000.0,8.531112e+23,99173440000000.0,490.298,8305911000000.0,5.215954e+22,3893.975342,-5224.1,7343.348,4.988,-0.1588,29.053
N/A,339.648,6039600000.0,4.924551e+22,6401034000000.0,7.111,223141800000.0,4.708688e+21,195.845779,-829.11,5996.318,2.997,-0.2604,22.591
M,2894.658,55854000000.0,8.117468e+23,50518160000000.0,709.616,28344840000000.0,3.084268e+22,2933.845703,-3719.8,15442.24,4.674,-0.1263,43.436
N/A,18.099,951630000.0,1.532683e+21,386064600000.0,3.944,217205000000.0,1.604459e+20,11.893879,94.892,4181.487,0.0,0.1891,30.797
M,2193.702,45759000000.0,8.241893e+23,42657850000000.0,185.266,13022260000000.0,2.773812e+22,1145.831177,-2597.9,15601.68,4.535,-0.1077,52.066
X,1589.326,0.0,2.196074e+23,30284150000000.0,378.065,9130404000000.0,2.894466e+22,534.301331,0.0,3629.849,4.146,0.0,12.268
N/A,779.128,14798000000.0,2.016084e+23,18425540000000.0,31.497,6036390000000.0,9.45697e+21,645.800415,-269.8,8883.404,3.914,-0.0346,46.96
N/A,476.04,10815000000.0,3.709822e+22,8457911000000.0,73.926,1573918000000.0,1.094102e+22,135.279602,-2868.6,1851.805,3.232,-0.5031,1.903
M,159.301,12252000000.0,1.55065e+22,3038117000000.0,13.152,637293600000.0,3.619225e+21,48.553738,-2261.1,2153.881,3.019,-0.3501,4.722
M,2712.215,38888000000.0,5.299757e+23,48868660000000.0,378.568,15864220000000.0,3.465189e+22,1152.635986,-6130.5,7910.26,4.794,-0.299,32.893
M,5373.84,62428000000.0,8.559905e+23,100212400000000.0,436.514,5451645000000.0,5.246975e+22,3904.562744,-5293.3,7293.264,4.996,-0.1608,29.231
M,2894.658,55854000000.0,8.117468e+23,50518160000000.0,709.616,28344840000000.0,3.084268e+22,2933.845703,-3719.8,15442.24,4.674,-0.1263,43.436
N/A,261.856,4133700000.0,2.085678e+22,5769053000000.0,2.14,131243000000.0,3.778377e+21,175.399933,-687.36,2524.495,2.321,-0.3154,8.375
M,3170.379,34456000000.0,5.704354e+23,59217340000000.0,45.744,5520159000000.0,2.351305e+22,1612.549683,-614.04,9958.278,4.88,-0.0338,47.998
N/A,1392.905,19112000000.0,1.559065e+23,28790200000000.0,104.771,4689434000000.0,1.454296e+22,947.592468,-1372.7,4998.319,4.268,-0.1362,22.493
N/A,540.735,8883100000.0,8.729171e+22,11897480000000.0,46.345,5004574000000.0,7.193417e+21,369.203125,-783.74,5376.647,3.592,-0.1674,29.415
N/A,239.988,4187100000.0,1.218632e+22,4975826000000.0,16.485,1077563000000.0,2.934969e+21,202.196686,-518.02,2055.587,0.0,-0.2347,4.794
M,4880.312,87654000000.0,1.163471e+24,100343400000000.0,178.051,4140087000000.0,6.47387e+22,2880.32959,-8624.5,8519.346,4.743,-0.1866,34.84
N/A,194.779,2562200000.0,1.143382e+22,4144587000000.0,13.996,1072568000000.0,2.645761e+21,164.54184,-349.82,2055.267,0.0,-0.259,6.254
N/A,440.397,0.0,2.902847e+22,8611088000000.0,8.179,2582316000000.0,1.11582e+22,96.768982,0.0,1354.195,4.062,0.0,2.224
N/A,300.755,5767300000.0,2.562685e+22,6427464000000.0,29.539,974342000000.0,6.481655e+21,155.066101,-1456.9,1945.033,2.915,-0.4792,5.01
N/A,173.143,2475800000.0,1.046253e+22,3534862000000.0,12.196,1033578000000.0,1.769961e+21,161.285645,-104.84,2712.862,2.683,-0.0803,14.291
M,141.601,0.0,4.645468e+22,1308295000000.0,12.592,295415100000.0,2.132593e+21,85.60675,0.0,16720.73,3.706,0.0,39.34
M,143.145,9463000000.0,8.444656e+21,2558615000000.0,5.099,1080989000000.0,2.959262e+21,138.62532,-1687.7,1690.249,0.0,-0.3383,0.239
N/A,1564.787,40195000000.0,6.227337e+23,29063360000000.0,236.431,10716580000000.0,3.023383e+22,1016.757019,-4375.9,11256.46,4.401,-0.2065,33.027
N/A,284.716,4533200000.0,2.082466e+22,6208469000000.0,1.289,1412658000000.0,3.903891e+21,220.34552,-495.76,2516.563,2.185,-0.2074,8.089
M,153.478,0.0,1.710169e+22,3595886000000.0,11.448,250365500000.0,5.289235e+21,130.792328,0.0,1418.366,4.339,0.0,8.426
M,6457.994,107870000000.0,1.30284e+24,119133500000000.0,1446.996,57384750000000.0,9.602716e+22,3149.165283,-17958.0,6928.805,4.904,-0.3158,18.164
M,2381.992,53234000000.0,5.248694e+23,45590800000000.0,256.625,9692570000000.0,2.906072e+22,3420.31665,-4523.9,9296.013,4.446,-0.1612,38.391
N/A,1182.64,0.0,2.012025e+23,16726530000000.0,35.745,2102187000000.0,2.408093e+22,933.236755,0.0,5772.418,3.676,0.0,11.137
N/A,1761.853,41475000000.0,1.729059e+23,41494450000000.0,176.887,10593110000000.0,3.078896e+22,1511.726196,-5117.6,2480.44,3.213,-0.2341,8.964
N/A,369.101,10312000000.0,2.379385e+22,7273078000000.0,39.795,3279139000000.0,9.782583e+21,154.63475,-3054.6,1235.533,2.62,-0.5619,0.876
N/A,1632.448,48206000000.0,4.676304e+23,35449760000000.0,161.529,3736625000000.0,3.021286e+22,1208.318726,-2937.2,7677.642,4.002,-0.1156,24.27
N/A,26.528,1756800000.0,1.910956e+21,613053800000.0,1.121,89232430000.0,5.077744e+20,24.393148,97.632,1761.231,0.0,0.1054,2.081
M,3425.249,60126000000.0,9.004916e+23,67628040000000.0,225.137,3675816000000.0,4.047328e+22,2620.413818,-4263.4,11160.54,4.459,-0.1345,38.575
N/A,411.262,7823500000.0,4.839113e+22,7137633000000.0,42.874,2891551000000.0,8.844039e+21,148.454346,-2114.0,2929.09,3.194,-0.5125,10.297
C,4158.489,70976000000.0,1.084894e+24,74900660000000.0,1.759,6434689000000.0,5.31422e+22,1805.412476,-8070.9,11265.57,5.003,-0.2157,36.982
N/A,155.663,1888600000.0,1.245794e+22,3009525000000.0,36.447,1495196000000.0,1.564731e+21,51.955719,-229.15,3874.707,3.301,-0.2302,20.322
N/A,930.92,20862000000.0,3.68343e+23,21944810000000.0,65.188,4543910000000.0,1.378317e+22,812.847168,-599.17,11380.17,3.648,-0.0545,55.129
M,1209.353,18960000000.0,1.983496e+23,25423850000000.0,46.262,3775064000000.0,1.652969e+22,767.225525,-2283.0,5494.211,3.95,-0.2284,31.967
M,749.056,25255000000.0,2.84011e+23,12306680000000.0,66.637,1001161000000.0,1.894977e+22,473.802856,-3616.4,7573.625,3.88,-0.2716,29.33
N/A,1674.927,29560000000.0,1.944931e+23,35649820000000.0,70.011,3361460000000.0,2.445877e+22,1447.71521,-1950.2,3829.979,3.243,-0.1251,12.788
M,4551.547,65688000000.0,1.158586e+24,85307350000000.0,918.288,34857710000000.0,4.409561e+22,2365.981201,-2674.1,12224.14,4.941,-0.0772,50.277
N/A,376.334,14909000000.0,5.22258e+22,7291841000000.0,33.779,1542000000000.0,9.241955e+21,159.772598,-3052.1,2729.411,3.238,-0.3883,8.821
N/A,244.673,12458000000.0,1.022244e+23,4886515000000.0,51.087,1714655000000.0,5.984439e+21,174.395355,-1741.5,9021.751,3.636,-0.2652,34.037
N/A,359.173,4171700000.0,3.637147e+22,7205717000000.0,0.298,787256000000.0,3.712598e+21,269.582153,-538.15,4477.966,2.549,-0.2447,23.888
N/A,65.874,1601800000.0,9.391989e+21,1298436000000.0,5.416,483731700000.0,9.497757e+20,80.818398,-42.825,5080.491,0.0,-0.0507,9.77
N/A,631.188,0.0,9.64475e+22,12530000000000.0,126.644,4057250000000.0,1.139145e+22,374.923035,0.0,4141.408,3.671,0.0,11.605
X,1582.904,0.0,2.207874e+23,29918580000000.0,400.255,11038590000000.0,2.891762e+22,536.031738,0.0,3678.179,4.115,0.0,12.436
N/A,413.619,5916200000.0,3.138272e+22,9343132000000.0,13.757,1471529000000.0,4.993058e+21,453.932648,-591.32,2669.54,3.156,-0.1896,15.432
M,1323.499,28930000000.0,3.362322e+23,27821270000000.0,121.683,8085024000000.0,2.677118e+22,740.59436,-4809.4,5905.034,4.177,-0.3153,17.74
N/A,1391.553,0.0,2.248283e+23,24502500000000.0,112.48,3731988000000.0,3.41323e+22,634.769958,0.0,3284.049,3.689,0.0,12.516
M,2411.555,0.0,2.985391e+23,38479860000000.0,65.849,3696185000000.0,2.997452e+22,883.829834,0.0,5750.435,4.865,0.0,17.367
X,1583.266,0.0,2.217477e+23,29977910000000.0,394.163,10682270000000.0,2.886155e+22,532.647583,0.0,3688.953,4.173,0.0,12.502
N/A,466.824,22523000000.0,8.299391e+22,9062781000000.0,27.442,1319787000000.0,1.101044e+22,205.29393,-4867.2,3683.011,3.511,-0.4099,13.19
X,1627.122,0.0,2.165044e+23,29919480000000.0,403.0,10781220000000.0,2.861011e+22,535.171204,0.0,3766.838,4.197,0.0,12.667
N/A,1131.516,27651000000.0,4.916621e+23,24539280000000.0,216.785,12716410000000.0,1.538349e+22,907.105713,-139.11,15509.64,4.152,-0.0095,53.699
N/A,3744.713,0.0,7.535143e+23,66471250000000.0,345.972,14158150000000.0,5.866734e+22,1956.845947,0.0,7051.345,4.75,0.0,23.481
N/A,372.417,10294000000.0,2.444618e+22,7488355000000.0,34.88,2832894000000.0,1.001113e+22,154.618988,-3055.0,1217.518,2.606,-0.5629,1.217
N/A,755.384,16451000000.0,7.518106e+22,16837750000000.0,80.053,3905933000000.0,1.198613e+22,807.906677,-1334.5,2997.002,0.0,-0.1539,8.905
N/A,188.648,6450200000.0,2.181121e+22,4076325000000.0,30.566,1870274000000.0,3.680637e+21,113.125328,-870.5,2826.772,2.99,-0.256,11.188
X,1634.944,0.0,2.161082e+23,29796550000000.0,393.29,10561440000000.0,2.846399e+22,543.259338,0.0,3815.307,4.209,0.0,12.201
M,138.99,0.0,1.659978e+22,3377167000000.0,13.218,575584900000.0,5.207121e+21,125.367203,0.0,1380.388,4.333,0.0,8.504
N/A,981.395,30642000000.0,2.786168e+23,19052660000000.0,74.212,3496072000000.0,2.216499e+22,468.418396,-5250.5,6608.546,4.165,-0.325,17.546
N/A,410.073,0.0,2.720203e+22,8077123000000.0,8.961,1878274000000.0,1.070805e+22,96.197304,0.0,1295.558,4.187,0.0,1.341
N/A,483.964,10734000000.0,5.561114e+22,8555859000000.0,64.586,358745800000.0,9.789936e+21,218.956055,-2674.5,2903.312,3.554,-0.4726,10.289
N/A,25.31,1460400000.0,1.550785e+21,587544900000.0,5.093,424841600000.0,3.970377e+20,16.83877,-93.849,1732.523,0.0,-0.1219,4.006
M,2860.797,55891000000.0,8.110312e+23,49950940000000.0,731.235,30430290000000.0,3.074852e+22,2939.433105,-3734.0,15479.47,4.668,-0.1267,43.455
N/A,210.68,5289600000.0,1.367692e+22,4935972000000.0,13.185,741081800000.0,2.947392e+21,194.463821,-158.42,2074.229,2.203,-0.0568,5.68
N/A,95.949,1388000000.0,1.099958e+22,1407988000000.0,28.277,1436817000000.0,9.665717e+20,41.914051,-169.21,7401.736,0.0,-0.2312,15.639
N/A,91.307,1061000000.0,7.241535e+21,1526914000000.0,6.091,390130900000.0,9.325929e+20,38.582874,-160.85,4605.391,0.0,-0.2876,8.277
M,4625.426,65557000000.0,1.156963e+24,85239000000000.0,885.429,37654060000000.0,4.403174e+22,2350.859619,-2755.7,12286.37,4.974,-0.0797,50.037
N/A,57.424,3129500000.0,2.935444e+21,1195170000000.0,16.629,926833200000.0,1.089324e+21,25.757284,3.9252,1377.166,0.0,0.0024,0.436
N/A,1985.968,0.0,3.983552e+23,39063920000000.0,52.478,5205179000000.0,3.300578e+22,782.060547,0.0,6200.137,4.337,0.0,19.936
N/A,62.51,1223400000.0,3.100192e+21,1310982000000.0,12.275,683303000000.0,7.698096e+20,74.854263,-59.098,1893.271,0.0,-0.0916,3.001
N/A,50.213,1215500000.0,1.548378e+21,1003203000000.0,7.345,638707700000.0,4.826093e+20,120.212372,56.46,1573.427,2.046,0.0881,2.294
M,2712.301,49290000000.0,3.537685e+23,58509790000000.0,515.983,26609630000000.0,3.543006e+22,2777.9729,-4439.2,4389.746,4.18,-0.1708,21.808
M,3114.544,33902000000.0,5.686107e+23,57973410000000.0,65.282,5207265000000.0,2.330758e+22,1594.618652,-667.54,9946.947,4.897,-0.0374,48.443
M,699.588,0.0,2.774768e+23,11596240000000.0,68.567,1322269000000.0,1.829195e+22,463.593475,0.0,7656.71,3.896,0.0,29.126
C,2229.672,41189000000.0,8.214685e+23,47467370000000.0,144.396,7519767000000.0,2.70603e+22,1214.387451,-1095.9,13604.19,4.508,-0.0505,59.756
N/A,971.442,0.0,2.739646e+23,14545430000000.0,105.422,5992866000000.0,1.64869e+22,605.395142,0.0,9182.396,3.964,0.0,34.243
N/A,60.507,1051600000.0,4.657772e+21,1393813000000.0,0.86,214619100000.0,9.852582e+20,44.657413,-167.91,2019.137,2.246,-0.3029,5.815
M,4577.855,65655000000.0,1.157708e+24,84578580000000.0,947.806,40893850000000.0,4.391242e+22,2359.753418,-2697.4,12316.35,4.956,-0.0779,50.511
M,4683.448,66098000000.0,1.157259e+24,86086040000000.0,901.815,41663590000000.0,4.438924e+22,2350.470703,-3219.2,12486.75,4.945,-0.0924,50.156
M,1806.688,33049000000.0,4.13424e+23,37461880000000.0,24.308,5279591000000.0,2.495811e+22,977.649597,-3879.7,8181.843,4.474,-0.2227,32.483
N/A,398.852,8642900000.0,2.913274e+22,8151764000000.0,68.878,3204251000000.0,6.950681e+21,194.860657,-1969.7,2014.563,2.662,-0.4323,3.683
M,4594.19,65726000000.0,1.160142e+24,84635370000000.0,817.872,34324030000000.0,4.407027e+22,2351.246582,-2767.1,12378.09,4.96,-0.0799,50.057
X,1582.904,0.0,2.207874e+23,29918580000000.0,400.255,11038590000000.0,2.891762e+22,536.031738,0.0,3678.179,4.115,0.0,12.436
N/A,163.466,2862500000.0,1.125986e+22,2858816000000.0,19.693,797872300000.0,2.124877e+21,95.859421,-201.05,3080.86,0.0,-0.1332,6.904
N/A,12.901,559240000.0,8.006904e+20,345644800000.0,3.142,270832200000.0,2.128367e+20,15.304039,-7.8152,1470.511,0.0,-0.0265,8.537
M,152.735,0.0,2.46495e+22,2420568000000.0,18.207,232894800000.0,3.327073e+21,252.741562,0.0,3330.478,5.054,0.0,23.165
M,1131.986,20627000000.0,1.46167e+23,22275970000000.0,41.273,1848466000000.0,1.383154e+22,476.159302,-2916.4,4859.454,4.202,-0.2682,25.983
M,4757.464,87972000000.0,9.888764e+23,103613700000000.0,862.37,20626680000000.0,6.472256e+22,3919.706299,-9340.7,7132.769,4.46,-0.2014,28.193
M,1619.663,26965000000.0,3.27917e+23,33949610000000.0,134.771,2799069000000.0,2.27283e+22,964.537842,-3655.5,7085.958,4.31,-0.2572,32.784
N/A,303.083,6061800000.0,2.766199e+22,6021615000000.0,32.081,1286532000000.0,5.303083e+21,123.34523,-1080.3,2715.307,3.163,-0.3381,3.611
M,5458.431,62676000000.0,8.617363e+23,101696600000000.0,451.227,8230383000000.0,5.258483e+22,3905.98291,-5324.5,7384.332,5.006,-0.1611,29.154
M,4851.151,87785000000.0,1.160659e+24,99130590000000.0,189.887,4018816000000.0,6.466879e+22,2869.700684,-8713.0,8599.436,4.687,-0.1883,34.543
N/A,100.552,2498400000.0,6.144295e+21,2558831000000.0,5.896,538414100000.0,1.794798e+21,103.017776,-216.64,1399.448,0.0,-0.1645,2.995
M,640.671,0.0,5.107798e+22,12589090000000.0,139.465,5059910000000.0,1.249132e+22,240.629333,0.0,1935.732,3.568,0.0,4.65
N/A,260.001,4648100000.0,2.902976e+22,4587794000000.0,35.054,930250700000.0,5.039373e+21,65.795815,-1164.2,3180.884,2.79,-0.4751,8.425
N/A,63.76,1759700000.0,8.596424e+21,1283917000000.0,5.676,566424900000.0,9.212665e+20,78.761604,6.8669,4735.181,0.0,0.0074,14.119
M,4815.96,111460000000.0,2.065699e+24,93187400000000.0,934.313,39190670000000.0,6.339608e+22,3187.572021,-5534.3,16840.54,4.82,-0.0942,49.457
N/A,162.589,5863700000.0,6.87535e+22,3429526000000.0,20.071,247151800000.0,2.73365e+21,157.144608,-63.849,12875.02,3.4,-0.0207,53.469
M,300.464,0.0,7.506352e+22,4658461000000.0,61.732,3243271000000.0,5.306336e+21,176.870865,0.0,7991.211,3.299,0.0,27.428
M,2003.776,35739000000.0,3.580702e+23,40045940000000.0,142.705,3645750000000.0,3.515482e+22,873.651306,-7818.2,4783.93,4.341,-0.415,19.37
X,1627.122,0.0,2.165044e+23,29919480000000.0,403.0,10781220000000.0,2.861011e+22,535.171204,0.0,3766.838,4.197,0.0,12.667
M,2942.961,63619000000.0,9.938846e+23,50196880000000.0,453.537,20544220000000.0,4.593827e+22,1489.501465,-6693.0,12188.43,4.538,-0.1996,39.034
N/A,618.951,17415000000.0,2.072804e+23,13657510000000.0,126.189,5466807000000.0,8.494983e+21,827.017639,-195.21,11462.1,3.256,-0.0213,46.324
M,2290.098,0.0,3.897601e+23,37259960000000.0,96.995,4234030000000.0,4.931741e+22,2126.645264,0.0,4703.425,4.644,0.0,10.515
N/A,12.198,0.0,1.265849e+21,341389400000.0,1.258,291260200000.0,4.512021e+20,337.908783,0.0,1264.148,4.604,0.0,19.761
M,3465.91,41143000000.0,5.211676e+23,68804360000000.0,964.665,41354680000000.0,2.97932e+22,1756.638184,-1992.4,7569.338,4.811,-0.0919,36.976
M,3427.227,54576000000.0,5.885967e+23,70341100000000.0,32.005,3657360000000.0,4.801844e+22,2273.071289,-6936.0,5956.504,4.577,-0.2411,23.289
N/A,495.874,22522000000.0,3.19657e+22,10404500000000.0,87.391,4251588000000.0,1.197878e+22,168.604553,-5428.9,1238.156,2.677,-0.4572,2.505
C,4153.034,70778000000.0,1.085702e+24,75236760000000.0,8.963,4754524000000.0,5.331063e+22,1804.466309,-8129.4,11193.69,4.995,-0.2179,36.74
M,5541.622,62958000000.0,8.681044e+23,103593000000000.0,392.09,10712700000000.0,5.365997e+22,3914.993164,-5506.2,7278.053,5.022,-0.1659,29.324
M,4625.426,65557000000.0,1.156963e+24,85239000000000.0,885.429,37654060000000.0,4.403174e+22,2350.859619,-2755.7,12286.37,4.974,-0.0797,50.037
N/A,63.829,1826400000.0,3.200463e+21,1370417000000.0,9.441,1077765000000.0,7.401223e+20,157.58905,-171.2,2079.299,0.0,-0.1778,2.243
M,1098.95,20043000000.0,1.434523e+23,21848530000000.0,10.548,1529379000000.0,1.329304e+22,458.116302,-3000.3,5107.219,4.25,-0.2839,26.147
X,1583.266,0.0,2.217477e+23,29977910000000.0,394.163,10682270000000.0,2.886155e+22,532.647583,0.0,3688.953,4.173,0.0,12.502
N/A,3301.163,65933000000.0,5.659357e+23,62819350000000.0,421.049,18975860000000.0,5.458333e+22,1856.099121,-10320.0,5545.622,4.633,-0.2969,16.617
C,4257.112,72424000000.0,1.112553e+24,75574270000000.0,80.213,6901727000000.0,5.241477e+22,1833.126953,-7418.7,11868.84,4.936,-0.1943,37.805
M,4795.399,88255000000.0,9.090268e+23,98022470000000.0,49.869,12439320000000.0,7.899683e+22,2759.19458,-15920.0,5472.863,4.687,-0.3422,21.118
N/A,54.311,1129300000.0,3.004072e+21,1202863000000.0,7.202,621058500000.0,8.184836e+20,62.551426,-68.089,1738.683,0.0,-0.1144,4.151
